"Vague","S1. genre","S2. âge","S3. Zone géo","Région","Département","S7b. Taille commune","q5. Certitude/hypothèse impact effet de serre","q11. Solutions changement climatique","q18_i1. Causes GES activités industrielles","q18_i2. Causes GES transports","q18_i3. Causes GES bâtiments","q18_i4. Causes GES agriculture","q18_i5. Causes GES centrales de production d'électricité au gaz, charbon ou fuel","q18_i6. Causes GES traitement des déchets","q18_i7. Causes GES destruction des forêts","q18_i8. Causes GES centrales nucléaires","q18_i9. Causes GES activité volcanique","q18_i10. Causes GES bombes aérosols","s13. Nb membres foyer","s15. Diplôme","s17. Type habitat","s18. Statut locataire/propriétaire","s22. Mode de transport","s25. Sympathie mouvements écologistes","poids","age"
"Vague 07","Un homme","18-24 ans","Sud Ouest","Aquitaine - Limousin - Poitou - Charente","Dordogne","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Peu","Beaucoup","Peu","Pas du tout","Assez","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Peu","4 personnes et +","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1","22"
"Vague 07","Une femme","65 ans et +","Sud Ouest","Languedoc - Roussillon - Midi - Pyrénées","Haute-Garonne","Dans une agglomération de 100.000 habitants et plus, en province","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Peu","Beaucoup","Peu","Peu","Beaucoup","Peu","Beaucoup","Pas du tout","Beaucoup","Peu","2 personnes","BEPC, BREVET DES COLLEGES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...peu de sympathie ?","1","70"
"Vague 07","Un homme","35-49 ans","Sud Est","Auvergne - Rhône - Alpes","Rhône","Dans une ville de 20.000 à moins de 100.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Assez","Beaucoup","Beaucoup","Pas du tout","Pas du tout","Assez","Beaucoup","Peu","Pas du tout","Beaucoup","4 personnes et +","CAP - BEP","Autre","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1","42"
"Vague 07","Un homme","50-64 ans","Sud Ouest","Languedoc - Roussillon - Midi - Pyrénées","Tarn","En zone rurale","No rep.","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Assez","Peu","Peu","Peu","Peu","Beaucoup","No rep.","Assez","No rep.","2 personnes","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...pas de sympathie du tout ?","1","53"
"Vague 07","Un homme","35-49 ans","Nord Est","Bourgogne - Franche - Comté","Côte-d'Or","En zone rurale","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Assez","No rep.","Peu","No rep.","Assez","Beaucoup","Peu","No rep.","No rep.","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1","45"
"Vague 07","Une femme","35-49 ans","Sud Est","Auvergne - Rhône - Alpes","Puy-de-Dôme","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Peu","Pas du tout","Beaucoup","Beaucoup","Beaucoup","Beaucoup","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1","37"
"Vague 07","Un homme","25-34 ans","Nord Est","Nord - Pas de Calais - Picardie","Nord","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Peu","Peu","Beaucoup","Peu","Peu","4 personnes et +","CAP - BEP","Une maison individuelle","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1","31"
"Vague 07","Un homme","50-64 ans","Sud Est","Auvergne - Rhône - Alpes","Allier","Dans une ville de 20.000 à moins de 100.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Peu","Assez","Pas du tout","Assez","Beaucoup","Pas du tout","Assez","No rep.","2 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En vélo ou à pied","...assez de sympathie ?","1","63"
"Vague 07","Un homme","25-34 ans","Nord Est","Nord - Pas de Calais - Picardie","Nord","Dans une ville de 20.000 à moins de 100.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","Beaucoup","Beaucoup","Beaucoup","No rep.","Beaucoup","1 personne","No rep.","Un appartement","Locataire","En transports en commun urbains (dont métro)","...assez de sympathie ?","1","25"
"Vague 07","Un homme","25-34 ans","Sud Ouest","Aquitaine - Limousin - Poitou - Charente","Pyrénées-Atlantiques","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Beaucoup","Pas du tout","Peu","Pas du tout","Assez","Beaucoup","Pas du tout","Peu","Beaucoup","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1","29"
"Vague 07","Un homme","25-34 ans","Nord Ouest","Bretagne","Côtes-d'Armor","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Assez","Pas du tout","Assez","Assez","Assez","Assez","Beaucoup","Pas du tout","Beaucoup","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1","32"
"Vague 07","Un homme","35-49 ans","Sud Est","Auvergne - Rhône - Alpes","Drôme","Dans une ville de 20.000 à moins de 100.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Peu","Pas du tout","Peu","Beaucoup","Pas du tout","Pas du tout","Beaucoup","4 personnes et +","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1","43"
"Vague 07","Un homme","35-49 ans","Sud Ouest","Languedoc - Roussillon - Midi - Pyrénées","Tarn-et-Garonne","Dans une ville de 20.000 à moins de 100.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Assez","Assez","Beaucoup","Assez","Beaucoup","Beaucoup","Beaucoup","Peu","Beaucoup","3 personnes","No rep.","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1","39"
"Vague 07","Un homme","35-49 ans","Ile de France","Ile de France","Essonne","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Assez","Pas du tout","Peu","Beaucoup","Peu","Peu","Beaucoup","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1","44"
"Vague 07","Un homme","50-64 ans","Nord Ouest","Bretagne","Côtes-d'Armor","En zone rurale","...ou bien une certitude pour la plupart des scientifiques ?","Il n'y a rien à faire, le changement climatique est inévitable.","Beaucoup","Beaucoup","Assez","Pas du tout","Assez","Beaucoup","Beaucoup","Beaucoup","Peu","Assez","1 personne","No rep.","Autre","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1","50"
"Vague 07","Un homme","65 ans et +","Nord Ouest","Pays de la Loire","Vendée","Dans une ville de 2000 à moins de 20.000 habitants","No rep.","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Pas du tout","Beaucoup","Peu","Beaucoup","Beaucoup","Peu","Pas du tout","Peu","2 personnes","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1","68"
"Vague 07","Un homme","25-34 ans","Nord Ouest","Aquitaine - Limousin - Poitou - Charente","Charente","En zone rurale","No rep.","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Peu","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Peu","Beaucoup","4 personnes et +","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1","33"
"Vague 07","Une femme","65 ans et +","Nord Ouest","Pays de la Loire","Maine-et-Loire","En zone rurale","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Beaucoup","Peu","Peu","Beaucoup","Peu","Beaucoup","Peu","2 personnes","CERTIFICAT D'ETUDES PRIMAIRES (CEP)","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1","75"
"Vague 07","Un homme","25-34 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Haut-Rhin","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Assez","1 personne","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1","32"
"Vague 07","Un homme","50-64 ans","Sud Ouest","Aquitaine - Limousin - Poitou - Charente","Landes","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Peu","Beaucoup","Assez","Beaucoup","Assez","Peu","Peu","2 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1","57"
"Vague 07","Une femme","50-64 ans","Nord Ouest","Bretagne","Finistère","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","No rep.","Assez","No rep.","Beaucoup","Beaucoup","No rep.","No rep.","Beaucoup","4 personnes et +","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En vélo ou à pied","...peu de sympathie ?","1","56"
"Vague 07","Une femme","25-34 ans","Sud Est","Auvergne - Rhône - Alpes","Ardèche","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Pas du tout","Assez","Beaucoup","Assez","Beaucoup","Pas du tout","Beaucoup","3 personnes","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1","27"
"Vague 07","Un homme","15-17 ans","Ile de France","Ile de France","Hauts-de-Seine","Dans l'agglomération parisienne","No rep.","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Pas du tout","Pas du tout","Peu","Pas du tout","Pas du tout","Assez","Pas du tout","Beaucoup","Assez","Assez","4 personnes et +","BEPC, BREVET DES COLLEGES","Un appartement","Locataire","En deux- roues motorisé","...peu de sympathie ?","1","16"
"Vague 07","Un homme","15-17 ans","Ile de France","Ile de France","Yvelines","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Peu","Pas du tout","Peu","Pas du tout","Beaucoup","Peu","Beaucoup","Beaucoup","Pas du tout","Peu","4 personnes et +","BEPC, BREVET DES COLLEGES","Un appartement","Locataire","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","1","16"
"Vague 07","Un homme","65 ans et +","Sud Ouest","Aquitaine - Limousin - Poitou - Charente","Lot-et-Garonne","Dans une ville de 20.000 à moins de 100.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il n'y a rien à faire, le changement climatique est inévitable.","Beaucoup","Beaucoup","Assez","Assez","Pas du tout","Peu","Beaucoup","Peu","Pas du tout","Peu","1 personne","BEPC, BREVET DES COLLEGES","Une maison individuelle","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1","75"
"Vague 07","Une femme","50-64 ans","Sud Ouest","Aquitaine - Limousin - Poitou - Charente","Gironde","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Assez","Assez","Beaucoup","Beaucoup","No rep.","Peu","Beaucoup","2 personnes","BEPC, BREVET DES COLLEGES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En vélo ou à pied","...pas de sympathie du tout ?","1","60"
"Vague 07","Un homme","25-34 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Assez","Assez","Assez","Beaucoup","Pas du tout","Pas du tout","Beaucoup","4 personnes et +","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1","32"
